givz_id,splc_id,title,city,state,group,ideology,headquarters,statewide,year,black_listed_flag 
,875,American Freedom Party,Los Angeles,California,American Freedom Party,White Nationalist,Yes,,2018,Y
,876,American Freedom Party,Lakewood Ranch,Florida,American Freedom Party,White Nationalist,,,2018,Y
,877,American Freedom Party,Bradenton,Florida,American Freedom Party,White Nationalist,,,2018,Y
,878,American Freedom Party,,Indiana,American Freedom Party,White Nationalist,,Yes,2018,Y
,879,American Freedom Party,,Montana,American Freedom Party,White Nationalist,,Yes,2018,Y
,880,American Freedom Party,New York,New York,American Freedom Party,White Nationalist,,,2018,Y
,881,American Freedom Party,,New York,American Freedom Party,White Nationalist,,Yes,2018,Y
,882,American Freedom Party,,North Dakota,American Freedom Party,White Nationalist,,Yes,2018,Y
,883,American Freedom Party,Granbury,Texas,American Freedom Party,White Nationalist,,,2018,Y
,884,American Freedom Party,,Wisconsin,American Freedom Party,White Nationalist,,Yes,2018,Y
,885,American Freedom Union,Hampton Township,Pennsylvania,,White Nationalist,Yes,,2018,Y
,886,American Renaissance/New Century Foundation,Oakton,Virginia,American Renaissance,White Nationalist,Yes,,2018,Y
,887,Arktos Media,New York,New York,,White Nationalist,Yes,,2018,Y
,888,Auburn White Student Union,Auburn,Alabama,,White Nationalist,Yes,,2018,Y
,889,"Conservative Citizens Foundation, Inc.",Blackwell,Missouri,Council of Conservative Citizens,White Nationalist,Yes,,2018,Y
,890,Council of Conservative Citizens,Blackwell,Missouri,Council of Conservative Citizens,White Nationalist,Yes,,2018,Y
,891,Counter-Currents Publishing,San Francisco,California,,White Nationalist,Yes,,2018,Y
,892,Exodus/Americanus,Floyds Knobs,Indiana,,White Nationalist,Yes,,2018,Y
,893,Faith and Heritage,Killeen,Texas,,White Nationalist,Yes,,2018,Y
,894,"Fitzgerald Griffin Foundation, The",Vienna,Virginia,,White Nationalist,Yes,,2018,Y
,895,Forza Nuova,Trenton,New Jersey,,White Nationalist,Yes,,2018,Y
,896,Foundation for the Marketplace of Ideas,Clinton Township,Michigan,,White Nationalist,Yes,,2018,Y
,897,Free American,Big Spring,Texas,,White Nationalist,Yes,,2018,Y
,898,FreeStartr,Carson City,Nevada,,White Nationalist,Yes,,2018,Y
,899,H.L. Mencken Club,Elizabethtown,Pennsylvania,,White Nationalist,Yes,,2018,Y
,900,Identity Evropa,,Arizona,Identity Evropa,White Nationalist,,Yes,2018,Y
,901,Identity Evropa,,Arkansas,Identity Evropa,White Nationalist,,Yes,2018,Y
,902,Identity Evropa,Redding,California,Identity Evropa,White Nationalist,,,2018,Y
,903,Identity Evropa,San Francisco,California,Identity Evropa,White Nationalist,,,2018,Y
,904,Identity Evropa,San Diego,California,Identity Evropa,White Nationalist,,,2018,Y
,905,Identity Evropa,Denver,Colorado,Identity Evropa,White Nationalist,,,2018,Y
,906,Identity Evropa,Colorado Springs,Colorado,Identity Evropa,White Nationalist,,,2018,Y
,907,Identity Evropa,Boulder,Colorado,Identity Evropa,White Nationalist,,,2018,Y
,908,Identity Evropa,,Connecticut,Identity Evropa,White Nationalist,,Yes,2018,Y
,909,Identity Evropa,Washington,District of Columbia,Identity Evropa,White Nationalist,,,2018,Y
,910,Identity Evropa,Gainesville,Florida,Identity Evropa,White Nationalist,,,2018,Y
,911,Identity Evropa,Lakeland,Florida,Identity Evropa,White Nationalist,,,2018,Y
,912,Identity Evropa,Savannah,Georgia,Identity Evropa,White Nationalist,,,2018,Y
,913,Identity Evropa,Atlanta,Georgia,Identity Evropa,White Nationalist,,,2018,Y
,914,Identity Evropa,Chicago,Illinois,Identity Evropa,White Nationalist,,,2018,Y
,915,Identity Evropa,Indianapolis,Indiana,Identity Evropa,White Nationalist,,,2018,Y
,916,Identity Evropa,,Kansas,Identity Evropa,White Nationalist,,Yes,2018,Y
,917,Identity Evropa,,Kentucky,Identity Evropa,White Nationalist,,Yes,2018,Y
,918,Identity Evropa,New Orleans,Louisiana,Identity Evropa,White Nationalist,,,2018,Y
,919,Identity Evropa,,Maryland,Identity Evropa,White Nationalist,,Yes,2018,Y
,920,Identity Evropa,,Michigan,Identity Evropa,White Nationalist,,Yes,2018,Y
,921,Identity Evropa,,Minnesota,Identity Evropa,White Nationalist,,Yes,2018,Y
,922,Identity Evropa,Billings,Montana,Identity Evropa,White Nationalist,,,2018,Y
,923,Identity Evropa,Las Vegas,Nevada,Identity Evropa,White Nationalist,,,2018,Y
,924,Identity Evropa,,New Jersey,Identity Evropa,White Nationalist,,Yes,2018,Y
,925,Identity Evropa,,New York,Identity Evropa,White Nationalist,,Yes,2018,Y
,926,Identity Evropa,,North Carolina,Identity Evropa,White Nationalist,,Yes,2018,Y
,927,Identity Evropa,,Ohio,Identity Evropa,White Nationalist,,Yes,2018,Y
,928,Identity Evropa,,Oklahoma,Identity Evropa,White Nationalist,,Yes,2018,Y
,929,Identity Evropa,,Pennsylvania,Identity Evropa,White Nationalist,,Yes,2018,Y
,930,Identity Evropa,,Tennessee,Identity Evropa,White Nationalist,,Yes,2018,Y
,931,Identity Evropa,,Texas,Identity Evropa,White Nationalist,,Yes,2018,Y
,932,Identity Evropa,Salt Lake City,Utah,Identity Evropa,White Nationalist,,,2018,Y
,933,Identity Evropa,,Virginia,Identity Evropa,White Nationalist,Yes,Yes,2018,Y
,934,Identity Evropa,Seattle,Washington,Identity Evropa,White Nationalist,,,2018,Y
,935,Identity Evropa,Spokane,Washington,Identity Evropa,White Nationalist,,,2018,Y
,936,Identity Evropa,,Wisconsin,Identity Evropa,White Nationalist,,Yes,2018,Y
,937,Identity Evropa,,Wyoming,Identity Evropa,White Nationalist,,Yes,2018,Y
,938,National Policy Institute,Whitefish,Montana,,White Nationalist,,,2018,Y
,939,National Right,Jackman,Maine,,White Nationalist,Yes,,2018,Y
,940,New Albion,Jackman,Maine,,White Nationalist,Yes,,2018,Y
,941,Northwest Front,Bremerton,Washington,,White Nationalist,Yes,,2018,Y
,942,Occidental Dissent,Eufaula,Alabama,,White Nationalist,Yes,,2018,Y
,943,Occidental Observer,Laguna Hills,California,,White Nationalist,Yes,,2018,Y
,944,Occidental Quarterly/Charles Martel Society,Atlanta,Georgia,Occidental Quarterly,White Nationalist,Yes,,2018,Y
,945,Patriot Front,,California,,White Nationalist,,Yes,2018,Y
,946,Patriot Front,,Colorado,,White Nationalist,,Yes,2018,Y
,947,Patriot Front,Washington,District of Columbia,,White Nationalist,,,2018,Y
,948,Patriot Front,,Florida,,White Nationalist,,Yes,2018,Y
,949,Patriot Front,,Georgia,,White Nationalist,,Yes,2018,Y
,950,Patriot Front,,Illinois,,White Nationalist,,Yes,2018,Y
,951,Patriot Front,,Kentucky,,White Nationalist,,Yes,2018,Y
,952,Patriot Front,,Maryland,,White Nationalist,,Yes,2018,Y
,953,Patriot Front,,Massachusetts,,White Nationalist,,Yes,2018,Y
,954,Patriot Front,,Michigan,,White Nationalist,,Yes,2018,Y
,955,Patriot Front,,New York,,White Nationalist,,Yes,2018,Y
,956,Patriot Front,,Texas,,White Nationalist,Yes,Yes,2018,Y
,957,Patriot Front,,Utah,,White Nationalist,,Yes,2018,Y
,958,Patriot Front,,Vermont,,White Nationalist,,Yes,2018,Y
,959,Patriot Front,,Virginia,,White Nationalist,,Yes,2018,Y
,960,Patriot Front,,Washington,,White Nationalist,,Yes,2018,Y
,961,Patriotic Flags,Summerville,South Carolina,,White Nationalist,Yes,,2018,Y
,962,Pioneer Little Europe Kalispell Montana,Kalispell,Montana,,White Nationalist,Yes,,2018,Y
,963,"Political Cesspool, The",Bartlett,Tennessee,,White Nationalist,Yes,,2018,Y
,964,Racial Nationalist Party of America,Lockport,New York,,White Nationalist,Yes,,2018,Y
,965,Radix Journal,Whitefish,Montana,,White Nationalist,Yes,,2018,Y
,966,Real Republic of Florida,Tallahassee,Florida,,White Nationalist,Yes,,2018,Y
,967,Red Ice,Harrisonburg,Virginia,,White Nationalist,Yes,,2018,Y
,968,Right Brand Clothing,Anaheim,California,,White Nationalist,Yes,,2018,Y
,969,Rise Above Movement,Huntington Beach,California,,White Nationalist,Yes,,2018,Y
,970,Scott-Townsend Publishers,Washington,District of Columbia,,White Nationalist,Yes,,2018,Y
,971,Shieldwall Network,Mountain View,Arkansas,,White Nationalist,Yes,,2018,Y
,972,Shieldwall Network,Murfreesboro,Tennessee,,White Nationalist,,,2018,Y
,973,Shieldwall Network,New Boston,Texas,,White Nationalist,,,2018,Y
,974,Social Contract Press,Petoskey,Michigan,,White Nationalist,Yes,,2018,Y
,975,Stormfront,West Palm Beach,Florida,Stormfront,White Nationalist,Yes,,2018,Y
,976,The Right Stuff,,Alabama,,White Nationalist,,Yes,2018,Y
,977,The Right Stuff,,Arizona,,White Nationalist,,Yes,2018,Y
,978,The Right Stuff,Los Angeles,California,,White Nationalist,,,2018,Y
,979,The Right Stuff,San Francisco,California,,White Nationalist,,,2018,Y
,980,The Right Stuff,,Colorado,,White Nationalist,,Yes,2018,Y
,981,The Right Stuff,Washington,District of Columbia,,White Nationalist,,,2018,Y
,982,The Right Stuff,,Florida,,White Nationalist,,Yes,2018,Y
,983,The Right Stuff,,Hawaii,,White Nationalist,,Yes,2018,Y
,984,The Right Stuff,Chicago,Illinois,,White Nationalist,,,2018,Y
,985,The Right Stuff,,Indiana,,White Nationalist,,Yes,2018,Y
,986,The Right Stuff,,Louisiana,,White Nationalist,,Yes,2018,Y
,987,The Right Stuff,Baltimore,Maryland,,White Nationalist,,,2018,Y
,988,The Right Stuff,Boston,Massachusetts,,White Nationalist,,,2018,Y
,989,The Right Stuff,,Michigan,,White Nationalist,,Yes,2018,Y
,990,The Right Stuff,,Minnesota,,White Nationalist,,Yes,2018,Y
,991,The Right Stuff,St. Louis,Missouri,,White Nationalist,,,2018,Y
,992,The Right Stuff,Kansas City,Missouri,,White Nationalist,,,2018,Y
,993,The Right Stuff,Las Vegas,Nevada,,White Nationalist,,,2018,Y
,994,The Right Stuff,Hopewell Junction,New York,,White Nationalist,Yes,,2018,Y
,995,The Right Stuff,New York,New York,,White Nationalist,,,2018,Y
,996,The Right Stuff,,North Carolina,,White Nationalist,,Yes,2018,Y
,997,The Right Stuff,Cleveland,Ohio,,White Nationalist,,,2018,Y
,998,The Right Stuff,Columbus,Ohio,,White Nationalist,,,2018,Y
,999,The Right Stuff,Philadelphia,Pennsylvania,,White Nationalist,,,2018,Y
,1000,The Right Stuff,Pittsburgh,Pennsylvania,,White Nationalist,,,2018,Y
,1001,The Right Stuff,,South Carolina,,White Nationalist,,Yes,2018,Y
,1002,The Right Stuff,Memphis,Tennessee,,White Nationalist,,,2018,Y
,1003,The Right Stuff,Dallas,Texas,,White Nationalist,,,2018,Y
,1004,The Right Stuff,San Antonio,Texas,,White Nationalist,,,2018,Y
,1005,The Right Stuff,Austin,Texas,,White Nationalist,,,2018,Y
,1006,The Right Stuff,Houston,Texas,,White Nationalist,,,2018,Y
,1007,The Right Stuff,,Utah,,White Nationalist,,Yes,2018,Y
,1008,The Right Stuff,,Virginia,,White Nationalist,,Yes,2018,Y
,1009,The Right Stuff,,Wisconsin,,White Nationalist,,Yes,2018,Y
,1010,True Cascadia,Portland,Oregon,,White Nationalist,Yes,,2018,Y
,1011,Tyr 1 Security,Alexandria,Virginia,,White Nationalist,Yes,,2018,Y
,1012,Unity and Security for America,Charlottesville,Virginia,,White Nationalist,Yes,,2018,Y
,1013,"Vandal Brothers, LLC",Bath,Ohio,,White Nationalist,Yes,,2018,Y
,1014,VDARE Foundation,Warrenton,Virginia,VDARE,White Nationalist,Yes,,2018,Y
,1015,Washington Summit Publishers,Alexandria,Virginia,,White Nationalist,Yes,,2018,Y
,1016,WeSearchr,,California,WeSearchr,White Nationalist,Yes,Yes,2018,Y
,1017,Western Outlands Supply Company,Mesa,Arizona,,White Nationalist,Yes,,2018,Y
,1018,White Boy Society,,Illinois,,White Nationalist,Yes,Yes,2018,Y
,1019,White Boy Society,,Wisconsin,,White Nationalist,,Yes,2018,Y
,1020,White Rabbit Radio,Dearborn Heights,Michigan,,White Nationalist,Yes,,2018,Y
